Work_Order_ID,Batch_ID,Product_Code,Master_Recipe_ID,Batch_Phase,Phase_Step,Parameter_Name,Parameter_Value,Performed_By,Verified_By,Execution_Timestamp,Execution_Status,Equipment_ID
WO-2025107,B2025107,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,71.4,OP-garzaeric,OP-hoffmanalvin,2024-09-27 15:17:16,Within Spec,EQP001
WO-2025107,B2025107,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,7.18,OP-garzaeric,OP-kyle12,2024-09-27 17:17:16,Within Spec,EQP001
WO-2025133,B2025133,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,98.92,OP-dana45,OP-hoffmanalvin,2024-11-28 09:12:01,,N/A
WO-2025133,B2025133,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,78.75,OP-cody37,OP-efigueroa,2024-11-28 09:01:01,,N/A
WO-2025133,B2025133,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,72.1,OP-rachaelclark,OP-dana45,2024-11-28 10:44:01,Within Spec,EQP007
WO-2025133,B2025133,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,7.81,OP-rachaelclark,OP-kyle12,2024-11-28 12:44:01,Out of Spec,EQP007
WO-2025133,B2025133,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-rachaelclark,OP-garzaeric,2024-11-28 16:44:01,Completed,PKG-LINE-01
WO-2025043,B2025043,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,80.99,OP-cramos,OP-dsmith,2025-04-04 06:58:06,,N/A
WO-2025043,B2025043,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense API-Alpha,MAT-002,66.87,OP-istanton,OP-kyle12,2025-04-04 07:20:06,,N/A
WO-2025043,B2025043,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,82.1,OP-cramos,OP-dsmith,2025-04-04 07:09:06,,N/A
WO-2025043,B2025043,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,79.1,OP-cramos,OP-kyle12,2025-04-04 08:51:06,Within Spec,EQP004
WO-2025043,B2025043,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.42,OP-cramos,OP-hoffmanalvin,2025-04-04 10:51:06,Out of Spec,EQP004
WO-2025043,B2025043,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-cramos,OP-dsmith,2025-04-04 14:51:06,Completed,PKG-LINE-01
WO-2025010,B2025010,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense API-Alpha,MAT-002,89.75,OP-istanton,OP-garzaeric,2025-01-30 02:48:02,,N/A
WO-2025010,B2025010,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,84.42,OP-john51,OP-wagnerjason,2025-01-30 02:33:02,,N/A
WO-2025010,B2025010,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,89.4,OP-dana45,OP-cody37,2025-01-30 02:33:02,,N/A
WO-2025010,B2025010,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,78.3,OP-thomas69,OP-dsmith,2025-01-30 04:25:02,Within Spec,EQP004
WO-2025010,B2025010,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.17,OP-thomas69,OP-thomas69,2025-01-30 06:25:02,Out of Spec,EQP004
WO-2025010,B2025010,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-thomas69,OP-hoffmanalvin,2025-01-30 10:25:02,Completed,PKG-LINE-01
WO-2025210,B2025210,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Coating Agent Z,MAT-003,71.45,OP-wagnerjason,OP-rachaelclark,2024-08-10 13:01:13,,N/A
WO-2025210,B2025210,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Excipient X,MAT-001,92.33,OP-cramos,OP-dana45,2024-08-10 13:10:13,,N/A
WO-2025210,B2025210,PROD-004,RECIPE-PROD-004-V3,Manufacturing,Heating Step,Temperature,82.8,OP-john51,OP-cody37,2024-08-10 14:55:13,Out of Spec,EQP002
WO-2025210,B2025210,PROD-004,RECIPE-PROD-004-V3,Manufacturing,pH Adjustment,pH,6.89,OP-john51,OP-efigueroa,2024-08-10 16:55:13,Within Spec,EQP002
WO-2025210,B2025210,Product D,RECIPE-PROD-004-V3,Packaging,Final Label Check,Label Verification,Pass,OP-john51,OP-cody37,2024-08-10 20:55:13,Completed,PKG-LINE-01
WO-2025136,B2025136,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense API-Alpha,MAT-002,59.31,OP-efigueroa,OP-thomas69,2025-03-14 00:18:54,,N/A
WO-2025136,B2025136,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,70.2,OP-garzaeric,OP-hoffmanalvin,2025-03-14 00:12:54,,N/A
WO-2025136,B2025136,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,71.8,OP-wagnerjason,OP-john51,2025-03-14 01:49:54,Within Spec,EQP007
WO-2025136,B2025136,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.73,OP-wagnerjason,OP-veronicascott,2025-03-14 03:49:54,Within Spec,EQP007
WO-2025136,B2025136,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-wagnerjason,OP-dsmith,2025-03-14 07:49:54,Completed,PKG-LINE-01
WO-2025013,B2025013,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,87.05,OP-cramos,,2025-03-07 13:02:24,,N/A
WO-2025013,B2025013,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,85.75,OP-veronicascott,OP-garzaeric,2025-03-07 12:59:24,,N/A
WO-2025013,B2025013,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,82.2,OP-dana45,OP-garzaeric,2025-03-07 14:39:24,Out of Spec,EQP005
WO-2025013,B2025013,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.69,OP-dana45,OP-cody37,2025-03-07 16:39:24,Within Spec,EQP005
WO-2025194,B2025194,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,92.63,OP-wagnerjason,OP-rachaelclark,2025-04-10 22:09:21,,N/A
WO-2025194,B2025194,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,77.57,OP-dana45,OP-garzaeric,2025-04-10 22:19:21,,N/A
WO-2025194,B2025194,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,70.2,OP-dsmith,OP-istanton,2025-04-10 23:52:21,Within Spec,EQP007
WO-2025194,B2025194,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.41,OP-dsmith,OP-john51,2025-04-11 01:52:21,Within Spec,EQP007
WO-2025130,B2025130,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,71.05,OP-dana45,OP-kyle12,2024-12-11 11:28:21,,N/A
WO-2025130,B2025130,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,83.51,OP-cody37,OP-kyle12,2024-12-11 11:09:21,,N/A
WO-2025130,B2025130,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,85.05,OP-dsmith,OP-rachaelclark,2024-12-11 11:34:21,,N/A
WO-2025130,B2025130,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,75.9,OP-thomas69,OP-cramos,2024-12-11 13:04:21,Within Spec,EQP006
WO-2025130,B2025130,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.87,OP-thomas69,OP-kyle12,2024-12-11 15:04:21,Out of Spec,EQP006
WO-2025123,B2025123,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,63.1,OP-dsmith,OP-veronicascott,2025-01-28 04:32:44,,N/A
WO-2025123,B2025123,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,82.12,OP-kyle12,OP-hoffmanalvin,2025-01-28 04:37:44,,N/A
WO-2025123,B2025123,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,76.2,OP-veronicascott,OP-istanton,2025-01-28 06:12:44,Within Spec,EQP001
WO-2025123,B2025123,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.5,OP-veronicascott,OP-wagnerjason,2025-01-28 08:12:44,Within Spec,EQP001
WO-2025154,B2025154,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,62.72,OP-dsmith,OP-garzaeric,2024-08-25 01:08:57,,N/A
WO-2025154,B2025154,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,62.73,OP-cramos,OP-rachaelclark,2024-08-25 01:02:57,,N/A
WO-2025154,B2025154,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,81.7,OP-john51,OP-veronicascott,2024-08-25 02:53:57,Out of Spec,EQP002
WO-2025154,B2025154,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,7.1,OP-john51,OP-efigueroa,2024-08-25 04:53:57,Within Spec,EQP002
WO-2025189,B2025189,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,79.63,OP-hoffmanalvin,OP-efigueroa,2024-06-25 06:39:48,,N/A
WO-2025189,B2025189,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Excipient X,MAT-001,70.56,OP-wagnerjason,OP-istanton,2024-06-25 06:40:48,,N/A
WO-2025189,B2025189,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,65.97,OP-rachaelclark,OP-hoffmanalvin,2024-06-25 06:38:48,,N/A
WO-2025189,B2025189,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,76.2,OP-garzaeric,OP-thomas69,2024-06-25 08:21:48,Within Spec,EQP005
WO-2025189,B2025189,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.31,OP-garzaeric,OP-cramos,2024-06-25 10:21:48,Out of Spec,EQP005
WO-2025161,B2025161,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,67.87,OP-john51,OP-thomas69,2024-12-04 20:57:28,,N/A
WO-2025161,B2025161,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,76.97,OP-cramos,OP-cody37,2024-12-04 20:54:28,,N/A
WO-2025161,B2025161,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,74.2,OP-efigueroa,OP-garzaeric,2024-12-04 22:36:28,Within Spec,EQP005
WO-2025161,B2025161,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,7.76,OP-efigueroa,OP-garzaeric,2024-12-05 00:36:28,Out of Spec,EQP005
WO-2025181,B2025181,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,97.68,OP-veronicascott,OP-dana45,2025-01-16 13:19:23,,N/A
WO-2025181,B2025181,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,98.54,OP-garzaeric,OP-efigueroa,2025-01-16 13:15:23,,N/A
WO-2025181,B2025181,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,79.77,OP-cramos,OP-cody37,2025-01-16 13:04:23,,N/A
WO-2025181,B2025181,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,81.2,OP-wagnerjason,OP-wagnerjason,2025-01-16 14:56:23,Out of Spec,EQP001
WO-2025181,B2025181,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.0,OP-wagnerjason,OP-kyle12,2025-01-16 16:56:23,Within Spec,EQP001
WO-2025062,B2025062,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense API-Alpha,MAT-002,88.18,OP-istanton,OP-cody37,2025-03-06 00:57:04,,N/A
WO-2025062,B2025062,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Excipient X,MAT-001,86.81,OP-rachaelclark,OP-john51,2025-03-06 01:06:04,,N/A
WO-2025062,B2025062,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Coating Agent Z,MAT-003,90.27,OP-efigueroa,OP-istanton,2025-03-06 01:22:04,,N/A
WO-2025062,B2025062,PROD-004,RECIPE-PROD-004-V3,Manufacturing,Heating Step,Temperature,83.1,OP-thomas69,OP-john51,2025-03-06 02:52:04,Out of Spec,EQP005
WO-2025062,B2025062,PROD-004,RECIPE-PROD-004-V3,Manufacturing,pH Adjustment,pH,6.31,OP-thomas69,OP-garzaeric,2025-03-06 04:52:04,Out of Spec,EQP005
WO-2025062,B2025062,Product D,RECIPE-PROD-004-V3,Packaging,Final Label Check,Label Verification,Pass,OP-thomas69,OP-cody37,2025-03-06 08:52:04,Completed,PKG-LINE-01
WO-2025140,B2025140,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,70.35,OP-istanton,OP-efigueroa,2024-06-25 15:25:03,,N/A
WO-2025140,B2025140,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,96.3,OP-dsmith,OP-efigueroa,2024-06-25 15:14:03,,N/A
WO-2025140,B2025140,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,77.4,OP-dsmith,OP-thomas69,2024-06-25 17:01:03,Within Spec,EQP004
WO-2025140,B2025140,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.17,OP-dsmith,OP-thomas69,2024-06-25 19:01:03,Within Spec,EQP004
WO-2025024,B2025024,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,89.38,OP-wagnerjason,OP-kyle12,2024-07-05 19:28:11,,N/A
WO-2025024,B2025024,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,73.44,OP-rachaelclark,OP-istanton,2024-07-05 19:33:11,,N/A
WO-2025024,B2025024,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,79.6,OP-dsmith,OP-dsmith,2024-07-05 21:23:11,Within Spec,EQP006
WO-2025024,B2025024,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.24,OP-dsmith,OP-rachaelclark,2024-07-05 23:23:11,Within Spec,EQP006
WO-2025145,B2025145,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,56.91,OP-john51,,2024-07-02 14:45:07,,N/A
WO-2025145,B2025145,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,78.31,OP-istanton,OP-cody37,2024-07-02 14:40:07,,N/A
WO-2025145,B2025145,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,79.2,OP-cody37,OP-thomas69,2024-07-02 16:31:07,Within Spec,EQP006
WO-2025145,B2025145,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.33,OP-cody37,OP-kyle12,2024-07-02 18:31:07,Within Spec,EQP006
WO-2025169,B2025169,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,72.51,OP-cody37,,2024-12-23 13:49:51,,N/A
WO-2025169,B2025169,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,71.02,OP-thomas69,OP-john51,2024-12-23 13:39:51,,N/A
WO-2025169,B2025169,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,82.1,OP-hoffmanalvin,OP-cramos,2024-12-23 15:30:51,Out of Spec,EQP001
WO-2025169,B2025169,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.43,OP-hoffmanalvin,OP-garzaeric,2024-12-23 17:30:51,Out of Spec,EQP001
WO-2025002,B2025002,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,97.87,OP-garzaeric,OP-wagnerjason,2025-05-04 08:46:06,,N/A
WO-2025002,B2025002,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,84.91,OP-dsmith,OP-hoffmanalvin,2025-05-04 08:59:06,,N/A
WO-2025002,B2025002,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Excipient X,MAT-001,95.42,OP-cramos,OP-kyle12,2025-05-04 08:53:06,,N/A
WO-2025002,B2025002,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,76.8,OP-wagnerjason,OP-wagnerjason,2025-05-04 10:30:06,Within Spec,EQP004
WO-2025002,B2025002,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.42,OP-wagnerjason,OP-john51,2025-05-04 12:30:06,Out of Spec,EQP004
WO-2025051,B2025051,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,75.25,OP-rachaelclark,OP-garzaeric,2024-10-13 23:19:08,,N/A
WO-2025051,B2025051,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,53.36,OP-cody37,OP-hoffmanalvin,2024-10-13 23:19:08,,N/A
WO-2025051,B2025051,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,84.5,OP-cody37,OP-kyle12,2024-10-14 00:55:08,Out of Spec,EQP001
WO-2025051,B2025051,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.55,OP-cody37,OP-dana45,2024-10-14 02:55:08,Out of Spec,EQP001
WO-2025192,B2025192,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,89.84,OP-kyle12,OP-dsmith,2025-06-09 21:07:37,,N/A
WO-2025192,B2025192,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,95.65,OP-garzaeric,OP-hoffmanalvin,2025-06-09 21:08:37,,N/A
WO-2025192,B2025192,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,69.15,OP-dsmith,OP-cody37,2025-06-09 20:52:37,,N/A
WO-2025192,B2025192,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,73.0,OP-dana45,OP-hoffmanalvin,2025-06-09 22:44:37,Within Spec,EQP005
WO-2025192,B2025192,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.23,OP-dana45,OP-garzaeric,2025-06-10 00:44:37,Within Spec,EQP005
WO-2025202,B2025202,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,86.97,OP-cody37,OP-rachaelclark,2025-05-16 19:31:21,,N/A
WO-2025202,B2025202,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,63.25,OP-john51,OP-cody37,2025-05-16 19:19:21,,N/A
WO-2025202,B2025202,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,80.7,OP-istanton,OP-john51,2025-05-16 21:09:21,Out of Spec,EQP007
WO-2025202,B2025202,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.47,OP-istanton,OP-cramos,2025-05-16 23:09:21,Within Spec,EQP007
WO-2025202,B2025202,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-istanton,OP-cramos,2025-05-17 03:09:21,Completed,PKG-LINE-01
WO-2025048,B2025048,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,58.03,OP-wagnerjason,OP-cody37,2025-06-15 20:53:34,,N/A
WO-2025048,B2025048,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,93.33,OP-garzaeric,OP-veronicascott,2025-06-15 20:51:34,,N/A
WO-2025048,B2025048,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,91.78,OP-kyle12,OP-veronicascott,2025-06-15 20:58:34,,N/A
WO-2025048,B2025048,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,77.4,OP-garzaeric,OP-istanton,2025-06-15 22:36:34,Within Spec,EQP007
WO-2025048,B2025048,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.95,OP-garzaeric,OP-efigueroa,2025-06-16 00:36:34,Out of Spec,EQP007
WO-2025084,B2025084,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,98.2,OP-cramos,OP-dana45,2024-07-22 01:49:50,,N/A
WO-2025084,B2025084,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,50.76,OP-thomas69,OP-john51,2024-07-22 02:05:50,,N/A
WO-2025084,B2025084,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,73.6,OP-garzaeric,OP-veronicascott,2024-07-22 03:40:50,Within Spec,EQP002
WO-2025084,B2025084,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.37,OP-garzaeric,OP-veronicascott,2024-07-22 05:40:50,Within Spec,EQP002
WO-2025125,B2025125,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,63.95,OP-wagnerjason,OP-cramos,2024-11-15 17:22:23,,N/A
WO-2025125,B2025125,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,54.15,OP-wagnerjason,OP-rachaelclark,2024-11-15 17:06:23,,N/A
WO-2025125,B2025125,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,69.95,OP-john51,OP-istanton,2024-11-15 17:26:23,,N/A
WO-2025125,B2025125,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,76.4,OP-john51,OP-kyle12,2024-11-15 18:59:23,Within Spec,EQP002
WO-2025125,B2025125,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.41,OP-john51,OP-efigueroa,2024-11-15 20:59:23,Out of Spec,EQP002
WO-2025220,B2025220,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,72.8,OP-hoffmanalvin,OP-cramos,2024-07-23 00:50:04,,N/A
WO-2025220,B2025220,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Excipient X,MAT-001,81.51,OP-cody37,OP-dana45,2024-07-23 00:49:04,,N/A
WO-2025220,B2025220,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,77.1,OP-cramos,OP-thomas69,2024-07-23 02:32:04,Within Spec,EQP002
WO-2025220,B2025220,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.42,OP-cramos,OP-dana45,2024-07-23 04:32:04,Out of Spec,EQP002
WO-2025164,B2025164,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,93.63,OP-efigueroa,OP-thomas69,2024-07-28 13:55:07,,N/A
WO-2025164,B2025164,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,71.68,OP-dsmith,OP-efigueroa,2024-07-28 13:35:07,,N/A
WO-2025164,B2025164,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,71.8,OP-cody37,OP-garzaeric,2024-07-28 15:26:07,Within Spec,EQP002
WO-2025164,B2025164,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.58,OP-cody37,OP-istanton,2024-07-28 17:26:07,Out of Spec,EQP002
WO-2025164,B2025164,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-cody37,OP-wagnerjason,2024-07-28 21:26:07,Completed,PKG-LINE-01
WO-2025090,B2025090,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,57.36,OP-cramos,OP-wagnerjason,2024-12-11 15:17:03,,N/A
WO-2025090,B2025090,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,86.84,OP-thomas69,OP-garzaeric,2024-12-11 15:17:03,,N/A
WO-2025090,B2025090,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,82.3,OP-wagnerjason,OP-efigueroa,2024-12-11 17:01:03,Out of Spec,EQP006
WO-2025090,B2025090,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,7.79,OP-wagnerjason,OP-cramos,2024-12-11 19:01:03,Out of Spec,EQP006
WO-2025146,B2025146,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,72.37,OP-dana45,OP-veronicascott,2024-09-19 06:56:04,,N/A
WO-2025146,B2025146,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,69.66,OP-cody37,OP-wagnerjason,2024-09-19 06:39:04,,N/A
WO-2025146,B2025146,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,84.11,OP-garzaeric,OP-dsmith,2024-09-19 06:43:04,,N/A
WO-2025146,B2025146,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,77.5,OP-cramos,OP-cody37,2024-09-19 08:32:04,Within Spec,EQP005
WO-2025146,B2025146,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.68,OP-cramos,OP-istanton,2024-09-19 10:32:04,Out of Spec,EQP005
WO-2025112,B2025112,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,70.6,OP-john51,OP-veronicascott,2024-11-18 22:02:15,,N/A
WO-2025112,B2025112,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,65.25,OP-cody37,OP-thomas69,2024-11-18 21:50:15,,N/A
WO-2025112,B2025112,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,76.5,OP-wagnerjason,OP-dana45,2024-11-18 23:45:15,Within Spec,EQP003
WO-2025112,B2025112,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.62,OP-wagnerjason,OP-rachaelclark,2024-11-19 01:45:15,Within Spec,EQP003
WO-2025143,B2025143,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,89.77,OP-thomas69,OP-dsmith,2025-05-23 16:14:08,,N/A
WO-2025143,B2025143,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,92.86,OP-veronicascott,OP-dsmith,2025-05-23 16:34:08,,N/A
WO-2025143,B2025143,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,84.4,OP-dana45,OP-hoffmanalvin,2025-05-23 18:04:08,Out of Spec,EQP002
WO-2025143,B2025143,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.97,OP-dana45,OP-cody37,2025-05-23 20:04:08,Within Spec,EQP002
