Lab_Sample_ID,Batch_ID,Product_Name,Sample_Type,Sample_Login_Timestamp,Sample_Status,Test_Name,Test_Method_ID,Instrument_ID,Spec_Limit_Min,Spec_Limit_Max,Result_Value,Result_UOM,Result_Status,Analyst_ID,Result_Entry_Timestamp,Reviewed_By,Approved_By
SMPL-00347,B2025171,Product D ,In-Process,2024-11-19 22:23:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,98.7,%,Pass,AN-lauraodom,2024-11-19 23:23:43,QA-georgejames,QA-debra72
SMPL-00348,B2025180,ProductA,Finished Product,2024-08-14 23:57:23,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,98.85,%,OOS,AN-meyerjoseph,2024-08-15 02:57:23,,
SMPL-00349,B2025112,ProductC,In-Process,2024-11-18 22:54:15,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,97.6,%,OOS,AN-bryantheather,2024-11-19 02:54:15,QA-georgejames,QA-lambertscott
SMPL-00350,B2025101,ProductB,In-Process,2025-06-14 22:11:04,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.05,,Pass,AN-zcole,2025-06-15 02:11:04,QA-douglas49,
SMPL-00351,B2025198,ProductA,Finished Product,2024-11-04 12:27:43,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,99.01,%,Pass,AN-meyerjoseph,2024-11-04 14:27:43,QA-debra72,QA-douglas49
SMPL-00352,B2025116,ProductA,In-Process,2025-01-02 20:50:57,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.63,%,Pass,AN-zcole,2025-01-03 00:50:57,QA-douglas49,
SMPL-00353,B2025178,ProductC,Finished Product,2024-07-16 07:58:43,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.26,,Pass,AN-meyerjoseph,2024-07-16 09:58:43,QA-douglas49,QA-lambertscott
SMPL-00354,B2025031,Product D ,In-Process,2025-03-07 23:33:59,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.04,%,Pass,AN-wallderek,2025-03-08 03:33:59,QA-douglas49,QA-georgejames
SMPL-00355,B2025188,Product D ,Finished Product,2025-03-16 09:32:46,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.16,,Pass,AN-teresa11,2025-03-16 13:32:46,QA-georgejames,QA-debra72
SMPL-00356,B2025181,ProductC,Finished Product,2025-01-16 14:04:23,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.51,,Pass,AN-lauraodom,2025-01-16 18:04:23,QA-lambertscott,QA-douglas49
SMPL-00357,B2025051,ProductC,Finished Product,2024-10-14 00:42:08,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,6.78,,Pass,AN-bryantheather,2024-10-14 01:42:08,QA-georgejames,
SMPL-00358,B2025082,Product D ,Finished Product,2025-05-21 18:39:46,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.64,%,Pass,AN-teresa11,2025-05-21 22:39:46,QA-douglas49,QA-lambertscott
SMPL-00359,B2025208,ProductA,In-Process,2025-04-29 15:52:34,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,102.2,%,OOS,AN-teresa11,2025-04-29 18:52:34,QA-lambertscott,QA-douglas49
SMPL-00360,B2025148,Product D ,In-Process,2024-09-02 20:18:13,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,6.72,,Pass,AN-lauraodom,2024-09-03 00:18:13,QA-debra72,QA-lambertscott
SMPL-00361,B2025174,ProductC,Finished Product,2024-09-29 01:20:09,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-wallderek,2024-09-29 02:20:09,,
SMPL-00362,B2025097,ProductA,In-Process,2024-11-25 18:48:26,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,99.9,%,Pass,AN-jose98,2024-11-25 21:48:26,,
SMPL-00363,B2025205,Product D ,In-Process,2024-11-07 18:54:24,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,6.55,,Pass,AN-jose98,2024-11-07 20:54:24,QA-georgejames,
SMPL-00364,B2025155,ProductB,Finished Product,2024-09-16 10:26:05,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,98.92,%,OOS,AN-teresa11,2024-09-16 12:26:05,,
SMPL-00365,B2025130,ProductB,In-Process,2024-12-11 12:33:21,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,101.2,%,Pass,AN-bryantheather,2024-12-11 14:33:21,QA-lambertscott,QA-douglas49
SMPL-00366,B2025019,ProductC,In-Process,2025-02-25 18:41:45,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.45,%,Pass,AN-wallderek,2025-02-25 19:41:45,QA-georgejames,QA-lambertscott
SMPL-00367,B2025107,ProductC,Finished Product,2024-09-27 14:48:16,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,102.3,%,OOS,AN-meyerjoseph,2024-09-27 18:48:16,QA-lambertscott,QA-georgejames
SMPL-00368,B2025054,ProductB,In-Process,2024-10-07 11:07:51,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.61,%,Pass,AN-teresa11,2024-10-07 15:07:51,QA-lambertscott,
SMPL-00369,B2025014,Product D ,In-Process,2024-09-12 08:33:24,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,7.18,,Pass,AN-teresa11,2024-09-12 10:33:24,QA-georgejames,QA-debra72
SMPL-00370,B2025071,ProductC,Finished Product,2024-11-20 05:05:49,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,6.48,,OOS,AN-teresa11,2024-11-20 09:05:49,QA-douglas49,QA-lambertscott
SMPL-00371,B2025045,Product D,Finished Product,2024-07-17 03:53:47,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,6.62,,Pass,AN-zcole,2024-07-17 07:53:47,QA-lambertscott,QA-douglas49
SMPL-00372,B2025091,ProductA,In-Process,2025-04-22 18:52:33,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,100.4,%,Pass,AN-wallderek,2025-04-22 19:52:33,QA-debra72,QA-lambertscott
SMPL-00373,B2025197,Product D,In-Process,2025-01-26 00:10:00,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.02,%,Pass,AN-wallderek,2025-01-26 04:10:00,QA-georgejames,QA-douglas49
SMPL-00374,B2025160,ProductC,Finished Product,2024-08-09 02:53:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.66,%,Pass,AN-zcole,2024-08-09 06:53:16,QA-debra72,
SMPL-00375,B2025026,Product D,Finished Product,2024-08-31 09:07:04,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,98.1,%,Pass,AN-bryantheather,2024-08-31 13:07:04,,
SMPL-00376,B2025150,Product D,Finished Product,2025-02-01 22:52:07,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,,,Test Not Performed,AN-jose98,2025-02-02 00:52:07,,
SMPL-00377,B2025210,Product D ,Finished Product,2024-08-10 13:26:13,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.13,,Pass,AN-bryantheather,2024-08-10 14:26:13,QA-douglas49,
SMPL-00378,B2025183,Product D ,Finished Product,2024-09-15 15:51:22,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.93,%,Pass,AN-jose98,2024-09-15 17:51:22,QA-georgejames,QA-debra72
SMPL-00379,B2025160,ProductC,In-Process,2024-08-09 03:38:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,98.97,%,OOS,AN-teresa11,2024-08-09 07:38:16,,
SMPL-00380,B2025197,Product D,Finished Product,2025-01-26 00:58:00,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,102.1,%,OOS,AN-meyerjoseph,2025-01-26 03:58:00,QA-georgejames,QA-debra72
SMPL-00381,B2025171,Product D,In-Process,2024-11-19 22:34:43,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.96,%,Pass,AN-zcole,2024-11-20 00:34:43,QA-georgejames,
SMPL-00382,B2025118,ProductC,In-Process,2025-05-14 14:14:59,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,100.5,%,Pass,AN-bryantheather,2025-05-14 18:14:59,QA-douglas49,QA-georgejames
SMPL-00383,B2025210,Product D,Finished Product,2024-08-10 13:41:13,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.09,%,Pass,AN-jose98,2024-08-10 15:41:13,QA-lambertscott,QA-georgejames
SMPL-00384,B2025090,ProductB,In-Process,2024-12-11 17:02:03,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,101.8,%,Pass,AN-meyerjoseph,2024-12-11 21:02:03,QA-douglas49,
SMPL-00385,B2025086,ProductB,In-Process,2024-07-19 05:39:44,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,6.92,,Pass,AN-bryantheather,2024-07-19 07:39:44,QA-lambertscott,QA-douglas49
SMPL-00386,B2025100,ProductC,In-Process,2024-09-24 11:09:02,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.16,,Pass,AN-bryantheather,2024-09-24 13:09:02,QA-lambertscott,QA-debra72
SMPL-00387,B2025195,ProductB,In-Process,2024-11-21 18:59:03,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-2,98.0,102.0,97.7,%,OOS,AN-zcole,2024-11-21 20:59:03,QA-douglas49,QA-georgejames
SMPL-00388,B2025154,ProductB,Finished Product,2024-08-25 01:26:57,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,98.89,%,OOS,AN-lauraodom,2024-08-25 02:26:57,QA-georgejames,QA-lambertscott
SMPL-00389,B2025004,ProductC,Finished Product,2024-07-11 04:51:35,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,6.92,,Pass,AN-wallderek,2024-07-11 05:51:35,QA-lambertscott,QA-douglas49
SMPL-00390,B2025101,ProductB,In-Process,2025-06-14 23:42:04,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,98.85,%,OOS,AN-teresa11,2025-06-15 03:42:04,QA-lambertscott,QA-georgejames
SMPL-00391,B2025022,ProductB,In-Process,2025-06-16 03:37:31,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-jose98,2025-06-16 07:37:31,,
SMPL-00392,B2025047,ProductA,In-Process,2025-04-09 02:00:44,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,99.72,%,Pass,AN-bryantheather,2025-04-09 04:00:44,QA-debra72,QA-douglas49
SMPL-00393,B2025058,ProductA,Finished Product,2024-10-07 10:36:23,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,99.89,%,Pass,AN-teresa11,2024-10-07 12:36:23,QA-douglas49,QA-georgejames
SMPL-00394,B2025210,Product D,In-Process,2024-08-10 14:51:13,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,99.1,%,Pass,AN-jose98,2024-08-10 15:51:13,,
SMPL-00395,B2025211,ProductB,Finished Product,2025-04-13 05:50:56,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,98.81,%,OOS,AN-jose98,2025-04-13 09:50:56,QA-douglas49,QA-lambertscott
SMPL-00396,B2025047,ProductA,In-Process,2025-04-09 02:53:44,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.1,,Pass,AN-meyerjoseph,2025-04-09 05:53:44,QA-lambertscott,QA-douglas49
SMPL-00397,B2025157,ProductA,In-Process,2024-10-05 23:02:20,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.06,%,Pass,AN-meyerjoseph,2024-10-06 03:02:20,QA-debra72,QA-douglas49
SMPL-00398,B2025154,ProductB,In-Process,2024-08-25 02:23:57,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,98.7,%,Pass,AN-meyerjoseph,2024-08-25 05:23:57,QA-georgejames,QA-debra72
SMPL-00399,B2025142,ProductC,In-Process,2024-12-25 21:29:13,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.57,,OOS,AN-teresa11,2024-12-25 22:29:13,QA-lambertscott,QA-debra72
SMPL-00400,B2025032,ProductA,Finished Product,2025-02-17 13:40:13,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,102.3,%,OOS,AN-lauraodom,2025-02-17 16:40:13,QA-lambertscott,QA-debra72
SMPL-00401,B2025049,ProductB,Finished Product,2025-02-02 22:07:55,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.48,,Pass,AN-wallderek,2025-02-03 01:07:55,QA-douglas49,QA-georgejames
SMPL-00402,B2025024,ProductB,Finished Product,2024-07-05 21:03:11,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,100.9,%,Pass,AN-meyerjoseph,2024-07-06 00:03:11,QA-lambertscott,
SMPL-00403,B2025159,ProductA,Finished Product,2025-02-20 10:29:41,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,99.6,%,Pass,AN-lauraodom,2025-02-20 13:29:41,QA-georgejames,QA-douglas49
SMPL-00404,B2025041,Product D ,Finished Product,2024-08-10 00:25:00,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.22,%,Pass,AN-teresa11,2024-08-10 02:25:00,QA-debra72,QA-douglas49
SMPL-00405,B2025058,ProductA,In-Process,2024-10-07 10:19:23,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.0,%,Pass,AN-bryantheather,2024-10-07 11:19:23,,
SMPL-00406,B2025095,Product D ,Finished Product,2024-12-31 14:33:46,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,,%,Test Not Performed,AN-lauraodom,2024-12-31 15:33:46,,
SMPL-00407,B2025118,ProductC,In-Process,2025-05-14 12:54:59,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,101.5,%,Pass,AN-lauraodom,2025-05-14 13:54:59,QA-georgejames,QA-douglas49
SMPL-00408,B2025063,ProductC,Finished Product,2024-06-21 02:23:20,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.31,,Pass,AN-meyerjoseph,2024-06-21 05:23:20,QA-douglas49,
SMPL-00409,B2025090,ProductB,Finished Product,2024-12-11 16:26:03,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,97.8,%,OOS,AN-lauraodom,2024-12-11 20:26:03,,
SMPL-00410,B2025039,ProductB,Finished Product,2024-08-27 13:43:06,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,98.92,%,OOS,AN-zcole,2024-08-27 15:43:06,QA-lambertscott,QA-debra72
SMPL-00411,B2025119,ProductC,In-Process,2024-12-08 16:21:50,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.38,,Pass,AN-zcole,2024-12-08 18:21:50,QA-debra72,
SMPL-00412,B2025076,ProductC,In-Process,2025-04-26 22:57:16,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.21,,Pass,AN-lauraodom,2025-04-27 01:57:16,QA-debra72,QA-douglas49
SMPL-00413,B2025047,ProductA,In-Process,2025-04-09 01:41:44,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,99.6,%,Pass,AN-lauraodom,2025-04-09 02:41:44,QA-georgejames,QA-lambertscott
SMPL-00414,B2025062,Product D ,In-Process,2025-03-06 02:37:04,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.57,%,Pass,AN-meyerjoseph,2025-03-06 05:37:04,QA-debra72,QA-lambertscott
SMPL-00415,B2025012,ProductB,Finished Product,2024-09-10 15:26:49,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.28,%,Pass,AN-jose98,2024-09-10 19:26:49,QA-georgejames,QA-douglas49
SMPL-00416,B2025203,ProductB,In-Process,2024-12-28 02:51:25,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-3,99.0,,99.69,%,Pass,AN-jose98,2024-12-28 05:51:25,QA-georgejames,QA-debra72
SMPL-00417,B2025112,ProductC,Finished Product,2024-11-18 23:20:15,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.1,,Pass,AN-jose98,2024-11-19 03:20:15,QA-lambertscott,QA-georgejames
SMPL-00418,B2025216,ProductB,Finished Product,2024-11-25 09:56:16,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,6.64,,Pass,AN-lauraodom,2024-11-25 13:56:16,QA-debra72,QA-georgejames
SMPL-00419,B2025080,Product D ,In-Process,2024-07-08 01:50:39,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,7.54,,OOS,AN-lauraodom,2024-07-08 03:50:39,QA-douglas49,QA-lambertscott
SMPL-00420,B2025081,Product D ,In-Process,2024-11-12 19:12:45,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,7.06,,Pass,AN-zcole,2024-11-12 23:12:45,QA-lambertscott,QA-debra72
SMPL-00421,B2025211,ProductB,In-Process,2025-04-13 07:06:56,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-lauraodom,2025-04-13 09:06:56,,
SMPL-00422,B2025114,ProductC,In-Process,2024-12-28 06:07:33,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,98.3,%,Pass,AN-bryantheather,2024-12-28 09:07:33,,
SMPL-00423,B2025072,Product D,Finished Product,2024-10-07 02:38:02,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,6.62,,Pass,AN-teresa11,2024-10-07 06:38:02,,
SMPL-00424,B2025001,ProductB,In-Process,2025-02-25 04:41:23,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,7.09,,Pass,AN-jose98,2025-02-25 07:41:23,QA-georgejames,QA-debra72
SMPL-00425,B2025049,ProductB,Finished Product,2025-02-02 22:28:55,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,99.08,%,Pass,AN-lauraodom,2025-02-03 00:28:55,QA-douglas49,QA-debra72
SMPL-00426,B2025046,ProductC,In-Process,2024-06-20 08:57:27,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.53,,OOS,AN-meyerjoseph,2024-06-20 11:57:27,QA-debra72,QA-georgejames
SMPL-00427,B2025116,ProductA,Finished Product,2025-01-02 21:14:57,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.03,%,Pass,AN-meyerjoseph,2025-01-02 23:14:57,QA-debra72,QA-lambertscott
SMPL-00428,B2025179,ProductA,In-Process,2024-08-08 04:52:01,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,101.5,%,Pass,AN-bryantheather,2024-08-08 06:52:01,QA-douglas49,QA-lambertscott
SMPL-00429,B2025098,ProductA,In-Process,2024-09-11 04:22:37,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,98.7,%,Pass,AN-teresa11,2024-09-11 06:22:37,QA-debra72,
SMPL-00430,B2025191,Product D,Finished Product,2024-07-08 04:57:33,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,6.76,,Pass,AN-jose98,2024-07-08 06:57:33,QA-debra72,QA-lambertscott
SMPL-00431,B2025189,ProductA,Finished Product,2024-06-25 08:24:48,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,6.96,,Pass,AN-wallderek,2024-06-25 10:24:48,QA-georgejames,QA-douglas49
SMPL-00432,B2025172,Product D ,In-Process,2024-08-13 10:02:54,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.07,%,Pass,AN-bryantheather,2024-08-13 14:02:54,QA-lambertscott,QA-debra72
SMPL-00433,B2025078,ProductA,In-Process,2025-01-19 07:57:53,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,97.7,%,OOS,AN-jose98,2025-01-19 11:57:53,QA-georgejames,QA-lambertscott
SMPL-00434,B2025096,Product D ,Finished Product,2024-11-15 23:56:38,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,99.3,%,Pass,AN-bryantheather,2024-11-16 02:56:38,QA-debra72,
SMPL-00435,B2025068,Product D ,Finished Product,2024-08-28 02:44:11,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,100.9,%,Pass,AN-bryantheather,2024-08-28 05:44:11,,
SMPL-00436,B2025144,Product D ,In-Process,2025-04-10 11:09:00,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,,,Test Not Performed,AN-meyerjoseph,2025-04-10 15:09:00,,
SMPL-00437,B2025017,ProductB,In-Process,2024-12-10 16:32:43,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,6.6,,Pass,AN-zcole,2024-12-10 18:32:43,QA-debra72,QA-lambertscott
SMPL-00438,B2025091,ProductA,Finished Product,2025-04-22 18:47:33,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.59,,OOS,AN-teresa11,2025-04-22 22:47:33,QA-georgejames,QA-debra72
SMPL-00439,B2025119,ProductC,In-Process,2024-12-08 15:02:50,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.96,,Pass,AN-jose98,2024-12-08 16:02:50,QA-lambertscott,QA-debra72
SMPL-00440,B2025198,ProductA,In-Process,2024-11-04 12:29:43,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,98.0,%,Pass,AN-teresa11,2024-11-04 15:29:43,QA-douglas49,QA-georgejames
SMPL-00441,B2025092,ProductA,In-Process,2025-03-26 07:06:12,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.46,,OOS,AN-meyerjoseph,2025-03-26 10:06:12,QA-georgejames,
SMPL-00442,B2025037,ProductC,In-Process,2024-06-20 07:51:36,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.51,,Pass,AN-bryantheather,2024-06-20 08:51:36,QA-debra72,QA-douglas49
SMPL-00443,B2025157,ProductA,In-Process,2024-10-05 22:55:20,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.07,,Pass,AN-jose98,2024-10-06 02:55:20,QA-debra72,QA-douglas49
SMPL-00444,B2025138,ProductB,Finished Product,2025-02-11 03:58:49,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,98.0,%,Pass,AN-jose98,2025-02-11 07:58:49,,
SMPL-00445,B2025160,ProductC,Finished Product,2024-08-09 04:02:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.44,%,Pass,AN-bryantheather,2024-08-09 07:02:16,QA-debra72,
SMPL-00446,B2025190,ProductA,In-Process,2025-03-06 18:08:59,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,7.56,,OOS,AN-jose98,2025-03-06 21:08:59,,
SMPL-00447,B2025181,ProductC,In-Process,2025-01-16 14:19:23,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.29,%,Pass,AN-teresa11,2025-01-16 17:19:23,,
SMPL-00448,B2025061,ProductC,Finished Product,2025-05-12 08:10:46,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,99.5,%,Pass,AN-wallderek,2025-05-12 09:10:46,QA-lambertscott,QA-debra72
SMPL-00449,B2025211,ProductB,In-Process,2025-04-13 06:39:56,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.38,,Pass,AN-meyerjoseph,2025-04-13 07:39:56,QA-douglas49,QA-debra72
SMPL-00450,B2025216,ProductB,In-Process,2024-11-25 09:14:16,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,100.6,%,Pass,AN-jose98,2024-11-25 12:14:16,QA-georgejames,
